user_screen_name,created_at," San diego County, CA",text,fav,rt_count,friend,clean_text_1,clean_text_2,Aspect,Prediction
LaurieBarron19,Sat Oct 30 17:21:12 +0000 2021,"California, USA","@abunch0615 https://t.co/r3WYLGWTSP I wiped the rain from my eyes.  The saliva ran down the side of my mouth.  Attack! 
It was soon over.  I so liked the color blue and how it looked on me, but now my t-shirt was adorned in crimson red.   #LGBT #writing  #vampire  #WritingCommunity",3,0,4725,  i wiped the rain from my eyes  the saliva ran down the side of my mouth  attack  it was soon over  i so liked the color blue and how it looked on me but now my tshirt was adorned in crimson red   lgbt writing  vampire  writingcommunity,wiped rain eyes saliva ran side mouth attack soon liked color blue looked tshirt adorned crimson red lgbt writing vampire writingcommunity,neutral,neutral
CrweWorld,Sat Oct 30 17:00:07 +0000 2021,"Carmel, CA",'I feel free': LGBT Afghan refugees arrive in UK https://t.co/IjxFJpKMc0,0,0,2063,i feel free lgbt afghan refugees arrive in uk ,feel free lgbt afghan refugees arrive uk,pro-lgbt,pro-lgbt
abrittoutside,Sat Oct 30 16:33:20 +0000 2021,"Carson, CA","Hey so itâs my birthday! If you would like to celebrate on my behalf, throw some coin at a good cause, like abortion access or support for LGBT youth or arts programs for kids. Iâm fond of Yellowhammer Fund, Youth Art Exchange and the SF LGBT Center if you want suggestions. â¤ï¸",10,1,1391,hey so it s my birthday if you would like to celebrate on my behalf throw some coin at a good cause like abortion access or support for lgbt youth or arts programs for kids i m fond of yellowhammer fund youth art exchange and the sf lgbt center if you want suggestions   ,hey birthday would like celebrate behalf throw coin good cause like abortion access support lgbt youth arts programs kids fond yellowhammer fund youth art exchange sf lgbt center want suggestions,pro-lgbt,pro-lgbt
sosolin,Sat Oct 30 15:49:40 +0000 2021,Cathedral City,"@w_terrence Oh and this is a real beauty considering that you promote the LGBT community. I know I do and I found this very offensive.
https://t.co/hQgR9AyBTl",1,0,2892, oh and this is a real beauty considering that you promote the lgbt community i know i do and i found this very offensive ,oh real beauty considering promote lgbt community know found offensive,pro-lgbt,pro-lgbt
AdamMilstein,Sat Oct 30 14:17:50 +0000 2021,central coast of california,"Atraf, an Israeli LGBT-focused dating service, was one of the many websites targeted by the Iranian Black Shadow hacking group. Atraf, a dating service and a nightlife index, is a popular app and website in the Israeli LGBT community, in the Tel Aviv area. https://t.co/UI0yrqoGR4 https://t.co/XUr6K10zdP https://t.co/dmmhT5XiyV",13,6,70047,atraf an israeli lgbtfocused dating service was one of the many websites targeted by the iranian black shadow hacking group atraf a dating service and a nightlife index is a popular app and website in the israeli lgbt community in the tel aviv area   ,atraf israeli lgbtfocused dating service one many websites targeted iranian black shadow hacking group atraf dating service nightlife index popular app website israeli lgbt community tel aviv area,neutral,neutral
sophieur11,Sat Oct 30 13:05:22 +0000 2021,"Central Coast, California","@DemGovs @TerryMcAuliffe He supports the voting rights Bill and a womanâs right to choose.
Supporting the LGBT community. Letâs do our job vote Terry he represents us!
The Republicans want to take away our rights 
as we all know by now.
Go vote for terry!",0,0,348,  he supports the voting rights bill and a woman s right to choose supporting the lgbt community let s do our job vote terry he represents us the republicans want to take away our rights  as we all know by now go vote for terry,supports voting rights bill woman right choose supporting lgbt community let job vote terry represents us republicans want take away rights know go vote terry,pro-lgbt,pro-lgbt
ShiningStar_69,Sat Oct 30 10:20:01 +0000 2021,chicago / la,"And what did LGBT people win?

Nothing. https://t.co/vITWKqeMzI",5,0,982,and what did lgbt people win  nothing ,lgbt people win nothing,neutral,anti-lgbt
gaymlm,Sat Oct 30 08:30:04 +0000 2021,Chinatown,"Boo! 17 Spooky Moments From ""Canada&amp;#039;s Drag Race"" Season 2 Episode 3 #lgbt https://t.co/qYw3DRCUA7 https://t.co/iqoZV0fpRa",0,0,17103,boo  spooky moments from canada drag race season  episode  lgbt  ,boo spooky moments canada drag race season episode lgbt,neutral,neutral
gaymlm,Sat Oct 30 08:00:03 +0000 2021,Chinatown,WATCH: Deranged adult attacks gay student during school committee meeting #LGBT https://t.co/VCG2bqY8vY https://t.co/xsMdqd8k4b,0,0,17103,watch deranged adult attacks gay student during school committee meeting lgbt  ,watch deranged adult attacks gay student school committee meeting lgbt,neutral,anti-lgbt
davidscottjaffe,Sat Oct 30 07:58:07 +0000 2021,Chinatown,@Transform_Gamer @DaveChappelle I understand his jokes; I donât think he understands the people heâs making fun of. I think his special was not intentionally mean but in being ignorant it was hurtful to many and will actually set some lgbt advancements backwards.,0,0,1651,  i understand his jokes i don t think he understands the people he s making fun of i think his special was not intentionally mean but in being ignorant it was hurtful to many and will actually set some lgbt advancements backwards,understand jokes think understands people making fun think special intentionally mean ignorant hurtful many actually set lgbt advancements backwards,pro-lgbt,anti-lgbt
LikeAhBlackGirl,Sat Oct 30 07:45:09 +0000 2021,"Chula Vista, CA","Got her a spooky bag ðâ¤ï¸

#lgbt https://t.co/nn331UO7Kx",4,0,1148,got her a spooky bag      lgbt ,got spooky bag lgbt,neutral,neutral
BMroczkowski,Sat Oct 30 06:16:50 +0000 2021,Coachella Valley,@elonmusk diplomatically on biden's administration ---&gt; Welcome Elon to #LGBT Let's Go Brandon Team!!! https://t.co/OkRS9Bj1hc,0,0,699, diplomatically on biden is administration gt welcome elon to lgbt let us go brandon team ,diplomatically biden administration gt welcome elon lgbt let us go brandon team,neutral,neutral
doubleca5t,Sat Oct 30 05:52:41 +0000 2021,Compton,"Oh and as a final note on this, the reason I give so little of a shit about if LGBT characters are written by someone in the community is that I know for a fact that if I wrote a book about a trans woman with experiences very similar to mine trans people would call it transphobic https://t.co/KAmy2J4mih",481,70,338,oh and as a final note on this the reason i give so little of a shit about if lgbt characters are written by someone in the community is that i know for a fact that if i wrote a book about a trans woman with experiences very similar to mine trans people would call it transphobic ,oh final note reason give little shit lgbt characters written someone community know fact wrote book trans woman experiences similar mine trans people would call transphobic,neutral,neutral
emprendedoreppy,Sat Oct 30 05:44:49 +0000 2021,COMPTON CALIFORNIA ,"HOLY SHIT EXACTLY. like privileged?? my âprivilegeâ is constantly forgotten, sexualised, hated on by homophobics AND literal members of the lgbt! but yeah keep calling us âprivilegedâ. https://t.co/vUChRHSXr6",0,0,176,holy shit exactly like privileged my  privilege  is constantly forgotten sexualised hated on by homophobics and literal members of the lgbt but yeah keep calling us  privileged  ,holy shit exactly like privileged privilege constantly forgotten sexualised hated homophobics literal members lgbt yeah keep calling us privileged,neutral,neutral
MarkLovesMau,Sat Oct 30 05:44:24 +0000 2021,COMPTON CALIFORNIA ,"@rocaverde3 @rickygervais I dont pretend to know all the answers, especially when it comes to something as personal as LGBT identity.  I have Practicing Christian family and friends who are gay, plus coworkers.  Jesus modeled love and grace.  This podcast is thought provoking: https://t.co/RpX76W7x0B",0,0,405,  i dont pretend to know all the answers especially when it comes to something as personal as lgbt identity  i have practicing christian family and friends who are gay plus coworkers  jesus modeled love and grace  this podcast is thought provoking ,dont pretend know answers especially comes something personal lgbt identity practicing christian family friends gay plus coworkers jesus modeled love grace podcast thought provoking,neutral,pro-lgbt
kylabeee,Sat Oct 30 05:12:02 +0000 2021,COMPTON CALIFORNIA ,@lucagonzalezzz The LGBT claimed another victim,1,0,32, the lgbt claimed another victim,lgbt claimed another victim,anti-lgbt,anti-lgbt
Tabathamarshal,Sat Oct 30 04:23:50 +0000 2021,COMPTON CALIFORNIA ,"@jim_tworontoe Not ran by dude....SENT.
then got consent.
So you are basically saying transgrender folk aren't allowed to laugh at transgrender things they find funny?
Look deleted. I apologize for any offense caused.
I March and fight for LGBT rights all the time.",0,0,500, not ran by dudesent then got consent so you are basically saying transgrender folk are not allowed to laugh at transgrender things they find funny look deleted i apologize for any offense caused i march and fight for lgbt rights all the time,ran dudesent got consent basically saying transgrender folk allowed laugh transgrender things find funny look deleted apologize offense caused march fight lgbt rights time,pro-lgbt,pro-lgbt
Jon_4L,Sat Oct 30 03:49:48 +0000 2021,"Corona, CA","@magencubed More than it genuinely is about showing the world that, in fact, say, LGBT+ people are real and need to be considered normal in society. Like, I couldn't celebrate ADHD, in good conscience. I wouldn't dare celebrate faith outside of the home and places of worship, that's why we",0,0,2566, more than it genuinely is about showing the world that in fact say lgbt people are real and need to be considered normal in society like i could not celebrate adhd in good conscience i would not dare celebrate faith outside of the home and places of worship that is why we,genuinely showing world fact say lgbt people real need considered normal society like could celebrate adhd good conscience would dare celebrate faith outside home places worship,pro-lgbt,anti-lgbt
Lik4nF,Sat Oct 30 03:38:51 +0000 2021,"Corona, CA","@Guest_3922 ""3/4 of the people doesnt how to play any other game than roblox, and this is way we are evolving backwards""
- Dr. DN

(just a joke, i dont need any pro lgbt or something like that here)",0,0,16,  of the people doesnt how to play any other game than roblox and this is way we are evolving backwards  dr dn  just a joke i dont need any pro lgbt or something like that here,people doesnt play game roblox way evolving backwards dr dn joke dont need pro lgbt something like,neutral,neutral
