user_screen_name,created_at,location,text,fav,rt_count,friend,clean_text_1,clean_text_2,aspect,Prediction
LGBTHIPHOP,Fri Oct 29 00:57:10 +0000 2021,"Atlanta, GA","Yo! We're live, serving the best in #LGBT Hip-Hop. 
Tag 2 people and join us if you enjoy a dope vibe and some good music.",0,0,99,yo we are live serving the best in lgbt hiphop  tag  people and join us if you enjoy a dope vibe and some good music,yo live serving best lgbt hiphop tag people join us enjoy dope vibe good music,pro-lgbt,pro-lgbt
IamKeiraW,Fri Oct 29 00:51:00 +0000 2021,"Atlanta, GA",@TheShadeRoom I love my lgbt community but yÃ¢ÂÂall be reaching for anything to stand for let Michael kill in peace.,0,0,62, i love my lgbt community but y all be reaching for anything to stand for let michael kill in peace,love lgbt community reaching anything stand let michael kill peace,pro-lgbt,pro-lgbt
MarcusL_Crassus,Thu Oct 28 21:51:21 +0000 2021,"Atlanta, GA","IÃ¢ÂÂm not LGBT so I canÃ¢ÂÂt say for sure but IÃ¢ÂÂm pretty sure a lot of my LGBT mutuals are much happier seeing based Paul Atreides on Arrakis instead of being used as a sales pitch by Disney, but maybe IÃ¢ÂÂm too cynical and salty at how they treated such a colorful comic like Eternals https://t.co/qMSI39JgAa",63,5,3494,i m not lgbt so i can t say for sure but i m pretty sure a lot of my lgbt mutuals are much happier seeing based paul atreides on arrakis instead of being used as a sales pitch by disney but maybe i m too cynical and salty at how they treated such a colorful comic like eternals ,lgbt say sure pretty sure lot lgbt mutuals much happier seeing based paul atreides arrakis instead used sales pitch disney maybe cynical salty treated colorful comic like eternals,neutral,anti-lgbt
DessieBruwn,Thu Oct 28 21:38:12 +0000 2021,"Atlanta, GA","@Eugydboy @samgeorgegh Goood Ã¢ÂÂ¦So stop making that lame ass argument of i hate lgbt cos Ã¢ÂÂi am AfricanÃ¢ÂÂ

Are u African than any of those countries citizens??
Tsw",1,0,602,  goood  so stop making that lame ass argument of i hate lgbt cos  i am african   are u african than any of those countries citizens tsw,goood stop making lame ass argument hate lgbt cos african u african countries citizens tsw,pro-lgbt,pro-lgbt
DessieBruwn,Thu Oct 28 20:55:32 +0000 2021,"Atlanta, GA","@samgeorgegh A bill to protect lgbt people and women from violence has been struck down and you are rejoicing??
Yet u claim to protect lgbt people in your bill
What kind of hypocrisy and double standards is this?

You are just ahateful person

For ur supporters,ignorance is a disease indeed! https://t.co/gn5KajIYlC",3,0,602, a bill to protect lgbt people and women from violence has been struck down and you are rejoicing yet u claim to protect lgbt people in your bill what kind of hypocrisy and double standards is this  you are just ahateful person  for ur supportersignorance is a disease indeed ,bill protect lgbt people women violence struck rejoicing yet u claim protect lgbt people bill kind hypocrisy double standards ahateful person ur supportersignorance disease indeed,pro-lgbt,pro-lgbt
DrEliSheff,Thu Oct 28 20:01:13 +0000 2021,"Atlanta, GA","Welcome @SamAllman! Now please help LGBTQ &amp; especially the transfolks whose access to healthcare, education, sports teams, and even their lives are under attack!
#BIPOC 
#LGBT 

Meet the new LGBTQ liaison for the Democratic National Committee - https://t.co/BEa6JCmBsS",3,0,435,welcome  now please help lgbtq  especially the transfolks whose access to healthcare education sports teams and even their lives are under attack bipoc  lgbt   meet the new lgbtq liaison for the democratic national committee  ,welcome please help lgbtq especially transfolks whose access healthcare education sports teams even lives attack bipoc lgbt meet new lgbtq liaison democratic national committee,pro-lgbt,pro-lgbt
KirklandProd,Thu Oct 28 19:16:13 +0000 2021,"Atlanta, GA","KP speaker @ashbeckham's book, Step Up, features in this @PrettyPrgrssive article on the Best LGBT Books for College Students! This message for the leaders of both today and tomorrow focuses on reclaiming our own ability to create change. Time to step up!

https://t.co/IwFfTXWbQp",0,0,105,kp speaker  book step up features in this  article on the best lgbt books for college students this message for the leaders of both today and tomorrow focuses on reclaiming our own ability to create change time to step up  ,kp speaker book step features article best lgbt books college students message leaders today tomorrow focuses reclaiming ability create change time step,pro-lgbt,pro-lgbt
EscaflowneClown,Thu Oct 28 18:34:13 +0000 2021,"Atlanta, GA",Queer Black women are leading all these movements across the country or at least at the forefront alongside Black LGBT men too. Who is this milkwashed woman? https://t.co/y1SfCNyHw0,5,0,4999,queer black women are leading all these movements across the country or at least at the forefront alongside black lgbt men too who is this milkwashed woman ,queer black women leading movements across country least forefront alongside black lgbt men milkwashed woman,pro-lgbt,pro-lgbt
EscaflowneClown,Thu Oct 28 18:15:19 +0000 2021,"Atlanta, GA",@EddyGwo @elegantheaux My tweet had nothing to do with white lgbt. It's about BLACK people. Your tweets don't even make sense to the conversation tackling homophobia/anti-LGBT bigoted talking points that impact BLACK LGBT. WHY are u even here?,6,0,4999,  my tweet had nothing to do with white lgbt it is about black people your tweets do not even make sense to the conversation tackling homophobiaantilgbt bigoted talking points that impact black lgbt why are u even here,tweet nothing white lgbt black people tweets even make sense conversation tackling homophobiaantilgbt bigoted talking points impact black lgbt u even,pro-lgbt,pro-lgbt
EscaflowneClown,Thu Oct 28 18:11:25 +0000 2021,"Atlanta, GA","Y'all keep saying ""Your Black before LGBT"" or ""Black first"" as if that creates some type of protection or unity within our Black communities. When it doesn't. LMAO",1,0,4999,yall keep saying your black before lgbt or black first as if that creates some type of protection or unity within our black communities when it does not lmao,yall keep saying black lgbt black first creates type protection unity within black communities lmao,neutral,pro-lgbt
markpete76,Thu Oct 28 17:01:07 +0000 2021,"Atlanta, GA","@Philjimeneznyc @GOPLeader Yes, this is true, but what is the cause for affirmation today? Been reading over the banned book list from Texas. V is for Vendetta, the Handmaids Tale, and apparently every title that references LGBT teens is among them.",3,0,897,  yes this is true but what is the cause for affirmation today been reading over the banned book list from texas v is for vendetta the handmaids tale and apparently every title that references lgbt teens is among them,yes true cause affirmation today reading banned book list texas v vendetta handmaids tale apparently every title references lgbt teens among,pro-lgbt,pro-lgbt
DessieBruwn,Thu Oct 28 16:47:38 +0000 2021,"Atlanta, GA","@samgeorgegh What has this got to with lgbt??Ã¢ÂÂ¦Im wondering Ã°ÂÂÂ

@samgeorgegh Are u sure everything is okay back home?",2,0,602, what has this got to with lgbt im wondering     are u sure everything is okay back home,got lgbt im wondering u sure everything okay back home,neutral,neutral
EscaflowneClown,Thu Oct 28 15:27:43 +0000 2021,"Atlanta, GA",#BlackLGBT #LGBT #BillyPorter #LilNasX #RuPaul #pride #BlackLivesMatter William Dorsey Swann: The first Ã¢ÂÂQueen of DragÃ¢ÂÂ https://t.co/JXLG85u9KI via @PBSAmerMasters,1,1,4999,blacklgbt lgbt billyporter lilnasx rupaul pride blacklivesmatter william dorsey swann the first  queen of drag   via ,blacklgbt lgbt billyporter lilnasx rupaul pride blacklivesmatter william dorsey swann first queen drag via,pro-lgbt,pro-lgbt
jayhellonem,Thu Oct 28 15:19:34 +0000 2021,"Atlanta, GA",This is true. The LGBT community trumps everything in this country. They changing laws and rules for them so fast it's not even funny. https://t.co/9CD5XFjFND,0,0,6377,this is true the lgbt community trumps everything in this country they changing laws and rules for them so fast it is not even funny ,true lgbt community trumps everything country changing laws rules fast even funny,anti-lgbt,anti-lgbt
EscaflowneClown,Thu Oct 28 15:08:16 +0000 2021,"Atlanta, GA",Being Black first does not protect Black LGBT youth from being kicked out of the house and ending up homeless because their parents were mentally weak enough to succumb to the pull of white massa generational Christian brainwashing or some other religious bullsh!t.,12,3,4999,being black first does not protect black lgbt youth from being kicked out of the house and ending up homeless because their parents were mentally weak enough to succumb to the pull of white massa generational christian brainwashing or some other religious bullsht,black first protect black lgbt youth kicked house ending homeless parents mentally weak enough succumb pull white massa generational christian brainwashing religious bullsht,neutral,neutral
EscaflowneClown,Thu Oct 28 15:02:09 +0000 2021,"Atlanta, GA",@liishaMAC It was Black people that fought for LGBT rights first in this country. Going all the way back to the era of slavery. The way y'all don't know any type of history is....whew.,738,56,4999, it was black people that fought for lgbt rights first in this country going all the way back to the era of slavery the way yall do not know any type of history iswhew,black people fought lgbt rights first country going way back era slavery way yall know type history iswhew,pro-lgbt,pro-lgbt
_clxtchzillaa__,Thu Oct 28 14:56:30 +0000 2021,"Atlanta, GA",@freckledcutie3 Well it was that @Dntcalmewhitgrl chick talking about the LGBT community and agreeing with Dave Chappell.,0,0,722, well it was that  chick talking about the lgbt community and agreeing with dave chappell,well chick talking lgbt community agreeing dave chappell,neutral,neutral
_clxtchzillaa__,Thu Oct 28 13:52:14 +0000 2021,"Atlanta, GA","The LGBT struggle does not trump the black struggle. ItÃ¢ÂÂs not about gayness, itÃ¢ÂÂs about whiteness. White* gay struggle trumps the black struggle. Why are yÃ¢ÂÂall lime this?????",0,0,722,the lgbt struggle does not trump the black struggle it s not about gayness it s about whiteness white gay struggle trumps the black struggle why are y all lime this,lgbt struggle trump black struggle gayness whiteness white gay struggle trumps black struggle lime,anti-lgbt,anti-lgbt
whiskeyslasso,Thu Oct 28 13:25:01 +0000 2021,"Atlanta, GA","@carolxloki @browngreenkiwi People have a right to want rep in the MCU to make them feel seen or heard. Whether it's POC rep, LGBT rep, disability rep, or even body type rep imo.... White abled bodied men, should stop complaining that the rest of society is feeling seen now.",1,0,171,  people have a right to want rep in the mcu to make them feel seen or heard whether it is poc rep lgbt rep disability rep or even body type rep imo white abled bodied men should stop complaining that the rest of society is feeling seen now,people right want rep mcu make feel seen heard whether poc rep lgbt rep disability rep even body type rep imo white abled bodied men stop complaining rest society feeling seen,pro-lgbt,pro-lgbt
courtne404,Thu Oct 28 13:11:57 +0000 2021,"Atlanta, GA","@Dntcalmewhitgrl Which is saying, YALL HAVE ALOT OF POWER! But LGBT still find ways to bully folks, we donÃ¢ÂÂt know how hard it is being black and openly gay! Instead of teaching, yÃ¢ÂÂall bully!!",3,2,133, which is saying yall have alot of power but lgbt still find ways to bully folks we don t know how hard it is being black and openly gay instead of teaching y all bully,saying yall alot power lgbt still find ways bully folks know hard black openly gay instead teaching bully,anti-lgbt,anti-lgbt
sincereluvdagod,Thu Oct 28 12:43:11 +0000 2021,"Atlanta, GA","@Aries1968ram @tariqnasheed @MailOnline This is y we in the grass roots have abandoned that term years ago after it was hijacked by the liberals, lgbt, feminist, etc...we're about Black economic empowerment and justice Ã°ÂÂ¤ÂºÃ°ÂÂÂ¡",20,1,753,   this is y we in the grass roots have abandoned that term years ago after it was hijacked by the liberals lgbt feminist etcwe are about black economic empowerment and justice   ,grass roots abandoned term years ago hijacked liberals lgbt feminist etcwe black economic empowerment justice,anti-lgbt,pro-lgbt
